board_name,source_image,md5,grid
下载 (22),下载 (22).png,bf935d64ecd598703f4a226e9f50b5af,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 28, 0, 20, 19, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 27, 24, 11, 14, 0, 17, 0, 0, 0], [0, 0, 0, 0, 0, 0, 23, 32, 31, 9, 29, 16, 13, 0, 0], [0, 0, 0, 0, 0, 51, 33, 10, 30, 3, 4, 21, 18, 0, 0], [0, 0, 0, 0, 49, 0, 50, 34, 0, 25, 12, 15, 0, 0, 0], [0, 0, 52, 53, 46, 42, 6, 39, 26, 1, 0, 22, 0, 0, 0], [0, 0, 0, 54, 0, 0, 44, 0, 0, 0, 7, 0, 0, 0, 0], [0, 0, 43, 0, 45, 38, 41, 0, 0, 36, 8, 37, 0, 0, 0], [0, 0, 0, 47, 40, 0, 0, 0, 0, 35, 0, 0, 0, 0, 0], [0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
下载 (23),下载 (23).png,3982da4cd3111ba67f876de0e6325e3e,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 6, 4, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 5, 1, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
下载 (25),下载 (25).png,219ca8e38579b7c5809cce86310ac208,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 12, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 2, 0, 9, 0, 0], [0, 0, 0, 0, 0, 0, 16, 15, 5, 1, 8, 0, 7, 0, 0], [0, 0, 0, 0, 0, 0, 0, 17, 0, 6, 3, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
下载 (24),下载 (24).png,1469a78d46157cb8eae4d2a43e5426c3,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 33, 0, 37, 0, 0, 0, 0, 0, 0], [0, 41, 0, 28, 34, 26, 35, 0, 43, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 23, 38, 32, 22, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 11, 27, 0, 2, 19, 40, 0, 0, 0, 0, 0], [0, 0, 0, 0, 36, 10, 13, 1, 6, 39, 0, 0, 0, 0, 0], [0, 0, 0, 31, 24, 12, 8, 3, 0, 7, 0, 0, 0, 0, 0], [0, 0, 29, 25, 30, 21, 5, 4, 14, 15, 0, 0, 0, 0, 0], [0, 54, 55, 42, 46, 48, 49, 52, 17, 9, 0, 0, 0, 0, 0], [0, 0, 58, 0, 47, 45, 44, 20, 0, 16, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 57, 0, 50, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 56, 0, 0, 53, 51, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
下载 (26),下载 (26).png,f1417085ec37e6217f34c53c588cc59d,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 6, 0, 14, 15, 8, 17, 0, 18, 0], [0, 0, 0, 0, 0, 0, 0, 0, 10, 7, 5, 0, 19, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 13, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 16, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
下载 (28),下载 (28).png,2363f0b3dbb852891d59bbea5364e8b8,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 34, 36, 0, 0, 0, 0, 38, 0, 0], [0, 0, 0, 0, 0, 0, 0, 33, 0, 24, 0, 37, 0, 0, 0], [0, 0, 0, 0, 0, 22, 0, 35, 23, 0, 31, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 21, 0, 30, 25, 29, 0, 0, 39], [0, 0, 0, 0, 20, 19, 0, 0, 15, 26, 27, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 4, 2, 0, 5, 32, 28, 0, 0, 0], [0, 0, 0, 0, 0, 14, 0, 1, 6, 9, 16, 0, 0, 0, 0], [0, 0, 0, 17, 0, 18, 0, 3, 0, 7, 8, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 11, 10, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 12, 13, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
下载 (27),下载 (27).png,c01b382d342b918a25256025d7dda10c,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 34, 33, 29, 27, 31, 32, 25, 0, 0, 0], [0, 0, 0, 0, 42, 43, 40, 30, 0, 13, 10, 0, 24, 0, 0], [0, 0, 0, 44, 0, 0, 0, 41, 0, 12, 9, 26, 23, 0, 0], [0, 45, 0, 0, 17, 18, 7, 0, 8, 5, 19, 0, 0, 0, 0], [0, 0, 0, 0, 0, 14, 15, 2, 21, 3, 0, 20, 0, 0, 0], [0, 0, 0, 0, 0, 0, 4, 0, 36, 22, 52, 48, 0, 0, 0], [0, 0, 0, 0, 0, 11, 6, 0, 35, 16, 39, 50, 49, 0, 0], [0, 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 51, 0, 0, 0], [0, 0, 0, 0, 0, 0, 47, 38, 46, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
下载 (29),下载 (29).png,09e8d544cf46c236db058e29998333ce,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 28, 11, 0, 19, 8, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 10, 5, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 32, 0, 18, 7, 4, 14, 0, 0], [0, 0, 0, 0, 0, 0, 26, 25, 0, 30, 9, 2, 6, 0, 0], [0, 0, 0, 0, 0, 0, 0, 31, 21, 22, 1, 13, 15, 16, 0], [0, 0, 0, 0, 0, 0, 0, 29, 0, 23, 12, 20, 0, 0, 17], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 3, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
下载 (3),下载 (3).png,f0724d478667233e9bac324f3f665191,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 21, 19, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 22, 23, 20, 14, 16, 17, 0, 0], [0, 0, 0, 0, 0, 0, 24, 0, 0, 4, 11, 3, 12, 0, 0], [0, 0, 0, 0, 0, 0, 0, 15, 0, 2, 6, 7, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1, 10, 5, 9, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 13, 8, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
下载 (30),下载 (30).png,dc4478f66bf30daea29c5f7d250a45a1,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 40, 0, 32, 28, 0, 0, 36, 0, 0], [0, 0, 0, 0, 0, 0, 0, 38, 31, 33, 34, 0, 15, 0, 0], [0, 0, 0, 0, 0, 27, 29, 19, 30, 21, 2, 0, 9, 0, 35], [0, 0, 0, 0, 0, 26, 0, 0, 16, 6, 1, 0, 0, 12, 37], [0, 0, 0, 0, 22, 25, 24, 10, 18, 3, 0, 8, 5, 0, 0], [0, 0, 0, 0, 0, 20, 11, 17, 7, 0, 4, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 23, 14, 13, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
下载 (31),下载 (31).png,eb289efbcd239a079fee96e630c1ae16,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 57, 56, 43, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 58, 46, 55, 42, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 59, 27, 40, 17, 44, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 24, 13, 4, 0, 45, 37, 0, 0, 0], [0, 0, 0, 0, 0, 15, 14, 8, 6, 2, 9, 36, 38, 0, 0], [0, 0, 0, 0, 23, 41, 28, 7, 1, 16, 10, 39, 35, 0, 0], [0, 0, 0, 34, 26, 20, 5, 11, 0, 3, 12, 0, 0, 0, 0], [0, 0, 62, 31, 25, 0, 18, 19, 52, 0, 0, 0, 0, 0, 0], [0, 0, 0, 60, 0, 21, 22, 53, 49, 0, 0, 0, 0, 0, 0], [0, 0, 0, 61, 0, 0, 30, 29, 47, 50, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 48, 32, 54, 51, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0]]"
下载 (32),下载 (32).png,442e5b2cdcc63aba3bbcf35ba55f009d,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 8, 0, 4, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 6, 0, 2, 7, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 10, 0, 13, 1, 9, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 12, 0, 3, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
下载 (33),下载 (33).png,ce92ec1e1a7a9e77717b33693b1863a0,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 45, 43, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 46, 48, 34, 47, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 43, 44, 37, 0, 11, 10, 2, 18, 25, 24, 0], [0, 0, 0, 0, 0, 8, 5, 1, 3, 6, 23, 0, 27, 0, 0], [0, 0, 0, 0, 38, 9, 36, 4, 19, 21, 7, 22, 0, 0, 0], [0, 0, 0, 41, 39, 35, 42, 0, 12, 17, 16, 26, 30, 0, 0], [0, 0, 0, 0, 40, 0, 0, 0, 14, 13, 0, 0, 31, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 15, 20, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 33, 28, 32, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
下载 (34),下载 (34).png,98ac16b4f25449a3ece20abf022eccd7,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 13, 24, 26, 30, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 14, 12, 3, 11, 27, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 7, 6, 2, 4, 8, 9, 28, 36], [0, 0, 0, 0, 0, 0, 0, 5, 25, 1, 10, 18, 20, 23, 33], [0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 35, 16, 0, 31, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 19, 17, 0, 0, 32], [0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 34, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
下载 (35),下载 (35).png,91f428c938a939114c92a6584808904d,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 37, 0, 20, 18, 21, 16, 0, 0], [0, 0, 0, 30, 36, 0, 0, 0, 33, 22, 15, 0, 0, 0, 0], [0, 0, 0, 34, 29, 17, 31, 32, 9, 14, 13, 0, 0, 0, 0], [0, 0, 0, 38, 35, 19, 0, 28, 7, 12, 23, 0, 0, 0, 0], [0, 0, 0, 39, 0, 24, 25, 0, 10, 2, 11, 0, 0, 0, 0], [0, 40, 0, 0, 0, 0, 8, 5, 1, 3, 6, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
