board_name,source_image,md5,grid
下载 (37),下载 (37).png,984ec77a091bf69f9af99126d61450a5,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 60, 67, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 59, 52, 65, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 53, 55, 56, 49, 64, 0, 0, 0, 0], [0, 0, 0, 0, 0, 54, 62, 63, 12, 58, 68, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 4, 5, 2, 33, 66, 0, 0, 0, 0], [0, 40, 50, 0, 7, 9, 1, 10, 36, 35, 34, 0, 0, 0, 0], [51, 39, 0, 11, 8, 6, 13, 0, 57, 0, 0, 0, 0, 0, 0], [0, 38, 21, 14, 20, 3, 32, 25, 27, 29, 30, 0, 0, 0, 0], [0, 22, 18, 17, 15, 19, 0, 26, 0, 0, 44, 0, 0, 0, 0], [0, 0, 0, 16, 23, 46, 43, 45, 37, 48, 47, 0, 0, 0, 0], [0, 0, 0, 31, 41, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
下载 (38),下载 (38).png,574dd41f0a65c2f8b50922104fb9598f,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 8, 0, 10, 18, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 13, 0, 0, 0], [0, 0, 0, 0, 4, 0, 0, 2, 0, 5, 0, 15, 0, 0, 0], [0, 0, 0, 0, 0, 16, 0, 0, 11, 7, 0, 12, 0, 0, 0], [0, 0, 0, 17, 0, 0, 14, 0, 19, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 20, 0, 3, 23, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 24, 0, 21, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
下载 (36),下载 (36).png,eb2c2de9f23b78d1e031a11fcda236c7,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 10, 12, 17, 16, 14, 0, 0, 0], [0, 0, 0, 0, 0, 0, 19, 20, 5, 9, 2, 13, 0, 0, 0], [0, 0, 0, 0, 0, 22, 21, 8, 1, 7, 15, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 23, 11, 6, 3, 18, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 24, 4, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
下载 (39),下载 (39).png,c8c9fa97a2612877b4f0790b17b66f82,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 62, 0, 46, 60, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 45, 59, 44, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 42, 39, 41, 33, 58, 34, 0, 0, 0], [0, 61, 0, 0, 52, 38, 0, 43, 57, 28, 27, 0, 0, 0, 0], [0, 0, 56, 0, 40, 24, 25, 0, 13, 0, 26, 35, 0, 0, 0], [0, 0, 0, 0, 0, 55, 15, 2, 14, 16, 19, 0, 0, 0, 0], [54, 53, 23, 51, 0, 0, 8, 1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 22, 20, 0, 11, 3, 18, 12, 0, 0, 0, 0, 0, 0], [49, 0, 0, 21, 32, 4, 6, 7, 17, 0, 0, 36, 0, 0, 0], [0, 50, 30, 29, 0, 9, 5, 10, 0, 0, 0, 37, 0, 0, 0], [0, 0, 31, 47, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
下载 (40),下载 (40).png,cb216c5bedd71255448ca5f932954940,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 19, 22, 30, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 18, 15, 11, 17, 31, 32, 0, 0, 0, 0], [0, 0, 0, 0, 20, 12, 21, 10, 14, 5, 0, 0, 0, 0, 0], [0, 0, 0, 23, 16, 7, 4, 2, 6, 9, 0, 0, 0, 0, 0], [0, 0, 25, 24, 13, 41, 1, 8, 29, 34, 0, 0, 0, 0, 0], [0, 0, 0, 26, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 27, 0, 0, 37, 39, 40, 33, 0, 0, 0, 0, 0], [0, 0, 0, 0, 28, 0, 38, 0, 35, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
下载 (4),下载 (4).png,781d0d3ddeb32cff0f14a55999169d77,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 9, 0, 0, 0, 0], [0, 0, 0, 0, 0, 5, 4, 2, 14, 10, 11, 0, 0, 0, 0], [0, 0, 76, 80, 82, 74, 6, 1, 21, 15, 19, 22, 0, 0, 45], [0, 0, 0, 73, 75, 8, 7, 33, 3, 18, 17, 30, 0, 44, 0], [0, 0, 71, 72, 29, 13, 57, 16, 24, 25, 20, 35, 36, 51, 0], [81, 67, 70, 27, 65, 0, 56, 23, 26, 40, 34, 37, 50, 0, 0], [0, 79, 28, 60, 61, 58, 42, 31, 68, 32, 39, 49, 38, 0, 0], [0, 0, 77, 78, 59, 41, 63, 64, 43, 46, 55, 0, 48, 0, 0], [0, 0, 0, 0, 66, 0, 62, 0, 0, 47, 0, 54, 53, 0, 0], [0, 0, 0, 0, 0, 69, 0, 0, 0, 0, 0, 0, 52, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
下载 (41),下载 (41).png,a1b57bb2dfaeda91ab72bb80be1f1d9a,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 36, 22, 20, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 9, 0, 26, 23, 19, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 8, 13, 18, 15, 5, 0, 0, 0], [0, 0, 0, 0, 0, 0, 27, 11, 6, 14, 17, 10, 0, 0, 0], [0, 0, 0, 0, 35, 0, 16, 12, 2, 3, 29, 0, 0, 0, 0], [0, 0, 0, 34, 21, 33, 0, 1, 4, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 32, 0, 25, 28, 0, 7, 0, 0, 0, 0, 0], [0, 0, 0, 0, 31, 30, 24, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
下载 (42),下载 (42).png,680abad6e0fe91333dd89b08f4b3bd1b,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 2, 10, 13, 12, 0, 0, 0], [0, 0, 0, 0, 0, 0, 6, 1, 18, 9, 11, 17, 21, 22, 0], [0, 0, 0, 0, 0, 0, 3, 8, 7, 0, 0, 0, 19, 25, 0], [0, 0, 0, 0, 0, 0, 4, 5, 0, 14, 0, 0, 23, 20, 0], [0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 24, 0], [0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
下载 (43),下载 (43).png,a3dd90cac153e694d0a2f235cb9729b0,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 0, 0], [0, 0, 0, 0, 0, 0, 45, 41, 0, 0, 0, 52, 0, 0, 0], [0, 0, 0, 0, 11, 0, 0, 24, 0, 0, 44, 0, 46, 0, 0], [0, 0, 0, 0, 0, 40, 0, 8, 0, 15, 0, 0, 0, 0, 0], [0, 0, 0, 35, 0, 0, 39, 10, 0, 23, 33, 0, 43, 0, 0], [0, 0, 37, 0, 29, 30, 4, 9, 2, 0, 0, 42, 0, 51, 0], [0, 0, 38, 0, 36, 14, 13, 1, 57, 6, 0, 48, 54, 0, 0], [0, 0, 0, 0, 0, 20, 25, 68, 3, 12, 7, 0, 55, 0, 0], [0, 72, 21, 26, 63, 0, 0, 5, 19, 16, 56, 0, 0, 0, 0], [0, 74, 0, 73, 31, 0, 0, 0, 18, 28, 17, 0, 0, 0, 0], [0, 0, 0, 67, 66, 32, 0, 64, 0, 27, 0, 22, 0, 0, 0], [0, 0, 69, 0, 0, 0, 62, 59, 49, 0, 0, 0, 0, 0, 0], [0, 70, 0, 61, 60, 58, 50, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 65, 0, 0, 0, 71, 0, 0, 0, 0, 0, 0, 0]]"
下载 (45),下载 (45).png,3b1253848f4ec20b51f97a3cac609f40,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 17, 0, 5, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 2, 0, 8, 13, 12, 0, 0, 0, 0], [0, 0, 0, 0, 18, 0, 1, 10, 3, 9, 35, 36, 33, 0, 0], [0, 0, 0, 0, 0, 15, 0, 4, 6, 7, 14, 34, 0, 0, 0], [0, 0, 0, 0, 0, 21, 22, 0, 19, 11, 31, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 26, 19, 25, 23, 30, 29, 0, 0, 0], [0, 0, 0, 0, 0, 0, 20, 0, 0, 24, 0, 0, 32, 0, 0], [0, 0, 0, 0, 0, 0, 27, 28, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
下载 (46),下载 (46).png,efef7ee6a0305355caec91c5dadc7574,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 45, 0, 42, 36, 46, 0, 47, 0, 0], [0, 0, 0, 0, 0, 0, 0, 48, 37, 29, 38, 0, 23, 0, 0], [0, 0, 0, 0, 0, 0, 0, 40, 0, 28, 35, 0, 20, 0, 0], [0, 0, 0, 0, 0, 43, 0, 32, 0, 2, 17, 16, 21, 0, 31], [0, 0, 0, 0, 0, 0, 39, 0, 26, 0, 1, 15, 0, 14, 30], [0, 0, 0, 0, 0, 0, 0, 44, 4, 41, 0, 3, 22, 13, 18], [0, 0, 0, 34, 33, 25, 27, 0, 0, 6, 8, 9, 0, 19, 0], [0, 0, 0, 0, 0, 0, 0, 24, 5, 11, 7, 0, 12, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
下载 (47),下载 (47).png,0857e25763f4da408b68ed7af621fb68,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 33, 45, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 27, 0, 32, 29, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 24, 31, 28, 30, 0, 9, 0, 0], [0, 0, 0, 0, 0, 0, 0, 25, 26, 21, 11, 8, 43, 0, 0], [0, 0, 0, 0, 0, 0, 23, 22, 0, 12, 6, 13, 0, 0, 0], [0, 0, 0, 0, 0, 34, 0, 0, 5, 2, 14, 18, 16, 19, 0], [0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 15, 20, 0], [0, 0, 0, 0, 0, 0, 0, 7, 0, 42, 10, 3, 0, 40, 0], [0, 0, 0, 0, 0, 0, 0, 35, 0, 36, 17, 0, 41, 0, 0], [0, 0, 0, 0, 0, 0, 0, 37, 39, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 44, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
下载 (48),下载 (48).png,5de3375c795a07ce28cb6084cdc57f42,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 7, 0, 0, 0, 0], [0, 0, 0, 0, 0, 8, 13, 12, 6, 18, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 10, 5, 2, 0, 15, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 11, 4, 1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 9, 0, 3, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
下载 (49),下载 (49).png,0025967ea896dc24f91503030f972cae,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 37, 38, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 30, 0, 0], [0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 16, 0, 29, 0, 0], [0, 0, 0, 0, 0, 0, 33, 0, 4, 2, 5, 0, 32, 31, 0], [0, 0, 0, 0, 0, 19, 0, 0, 6, 9, 14, 0, 13, 0, 0], [0, 0, 0, 0, 23, 20, 0, 1, 17, 7, 8, 0, 0, 0, 0], [0, 0, 0, 28, 21, 22, 0, 3, 0, 0, 0, 0, 0, 0, 0], [0, 0, 27, 26, 0, 0, 0, 18, 11, 10, 0, 0, 0, 0, 0], [0, 0, 0, 25, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
下载 (5),下载 (5).png,1eb9286db31db0e2cbc350cbe2eaa6ae,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 13, 11, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 12, 3, 8, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 14, 2, 4, 7, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 1, 5, 6, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
